NAME,MAKE,MODEL,YEAR,TYPE,COLOR,INTCOLOR,MILES,PRICE,SOURCE
Used 2019 Chevrolet Equinox LT,Chevrolet,Equinox,2019,4-Cylinder Turbo,Gray,Black,57580,17200,AUTOTRADER
Used 2019 Subaru Outback 2.5i Limited,Subaru,Outback,2019,4-Cylinder,Gray,Offwhite,25340,25995,AUTOTRADER
Used 2020 Nissan Rogue Sport S,Nissan,Rogue Sport,2020,4-Cylinder,White,Black,28079,18899,AUTOTRADER
Used 2020 Hyundai Kona SEL Plus,Hyundai,Kona,2020,4-Cylinder,Black,Black,32885,19784,AUTOTRADER
Used 2020 Honda HR-V EX,Honda,HR-V,2020,4-Cylinder,Red,Black,33996,21756,AUTOTRADER
Used 2023 Hyundai Santa Fe SE,Hyundai,Santa Fe,2023,4-Cylinder,Black,Gray,7769,28395,AUTOTRADER
Certified 2023 Hyundai Ioniq 5 SE,Hyundai,Ioniq 5,2023,Electric,Black,Gray,3132,30990,AUTOTRADER
Used 2021 Porsche Macan,Porsche,Macan,2021,4-Cylinder Turbo,Silver,Gray,31844,39763,AUTOTRADER
Used 2019 BMW 440i Gran Coupe xDrive,BMW,440i Gran Coupe xDrive,2019,6-Cylinder Turbo,Gray,Black,49834,28451,AUTOTRADER
Used 2020 Volvo XC90 T5 Momentum,Volvo,XC90,2020,4-Cylinder Turbo,Gray,Black,24914,34390,AUTOTRADER
Used 2015 Chevrolet Impala LTZ,Chevrolet,Impala,2015,6-Cylinder,Red,Black,19600,19000,AUTOTRADER
Used 2020 BMW 330i xDrive Sedan,BMW,330i xDrive,2020,4-Cylinder Turbo,Blue,Black,38819,25994,AUTOTRADER
Used 2023 Hyundai Sonata Limited,Hyundai,Sonata,2023,4-Cylinder Turbo,Black,Unavail,5310,27500,AUTOTRADER
Certified 2023 Dodge Charger Scat Pack,Dodge,Charger,2023,8-Cylinder,White,Black,4759,58994,AUTOTRADER
Used 2020 Volkswagen Arteon SE,Volkswagen,Arteon,2020,4-Cylinder Turbo,White,Black,22335,24643,AUTOTRADER
Used 2021 Volkswagen Tiguan SEL,Volkswagen,Tiguan,2021,4-Cylinder Turbo,Black,Black,32108,26300,AUTOTRADER
Used 2016 Lexus RX 350 AWD,Lexus,RX 350,2016,6-Cylinder,Beige,Unavail,42234,27500,AUTOTRADER
Used 2018 Toyota Corolla LE,Toyota,Corolla,2018,4-Cylinder,Silver,Black,75355,14995,AUTOTRADER
Certified 2022 Kia Soul EX,Kia,Soul,2022,4-Cylinder,Black,Black,12799,21995,AUTOTRADER
Used 2017 Ford Flex Limited,Ford,Flex,2017,6-Cylinder,Silver,Black,67805,17700,AUTOTRADER
Used 2018 Honda Odyssey EX-L,Honda,Odyssey,2018,6-Cylinder,White,Beige,50618,27500,AUTOTRADER
Used 2018 Honda Pilot Elite,Honda,Pilot,2018,6-Cylinder,Silver,Gray,21023,31995,AUTOTRADER
Certified 2023 GMC Sierra 1500 SLE,GMC,Sierra 1500,2023,6-Cylinder Turbo,Silver,Black,197,47995,AUTOTRADER
Certified 2023 Volkswagen Arteon SE,Volkswagen,Arteon,2023,4-Cylinder Turbo,White,Black,4058,31863,AUTOTRADER
-,kawasaki ninja 300,"Orlando, FL",1606322,-,-,-,-,-
Used 2021 Chevrolet Tahoe LT,Chevrolet,Tahoe,2021,8-Cylinder,Gray,Black,84893,47777,AUTOTRADER
Used 2022 Volkswagen Tiguan SE,Volkswagen,Tiguan,2022,4-Cylinder Turbo,Gray,Black,10724,26000,AUTOTRADER
Used 2021 Lexus RX 350 F Sport,Lexus,RX 350,2021,6-Cylinder,White,Red,20512,43990,AUTOTRADER
Used 2016 RAM ProMaster City Tradesman,RAM,ProMaster City,2016,4-Cylinder,White,Black,74033,11999,AUTOTRADER
Used 2006 Dodge Ram 3500 Truck SLT,Dodge,Ram 3500 Truck,2006,6-Cylinder Turbo,Blue,Gray,175000,15400,AUTOTRADER
Used 2012 Mercedes-Benz S 550,Mercedes-Benz,S 550,2012,8-Cylinder Turbo,Silver,Gray,53000,17495,AUTOTRADER
Used 2021 Honda Civic LX,Honda,Civic,2021,4-Cylinder Turbo,Offwhite,Black,22020,22888,AUTOTRADER
Used 2020 Subaru BRZ Limited,Subaru,BRZ,2020,4-Cylinder,Black,Black,4596,24990,AUTOTRADER
Used 2021 Honda CR-V EX,Honda,CR-V,2021,Hybrid,White,Tan,25400,28000,AUTOTRADER
Used 2017 Lexus GS 350,Lexus,GS 350,2017,6-Cylinder,White,Beige,51516,28990,AUTOTRADER
Used 2021 Honda Pilot EX-L,Honda,Pilot,2021,6-Cylinder,Gray,Black,44155,29748,AUTOTRADER
Used 2017 Tesla Model S P100D,Tesla,Model S,2017,Electric,White,Black,67778,30750,AUTOTRADER
Used 2019 Lexus ES 350,Lexus,ES 350,2019,6-Cylinder,White,Beige,48260,30990,AUTOTRADER
Used 2019 Tesla Model S Standard Range,Tesla,Model S,2019,Electric,Red,Black,45969,33994,AUTOTRADER
Used 2021 Subaru Ascent Touring,Subaru,Ascent,2021,4-Cylinder Turbo,Gray,Brown,25585,34840,AUTOTRADER
Used 2019 Lexus RX 350 F Sport,Lexus,RX 350,2019,6-Cylinder,Silver,Gray,54051,34995,AUTOTRADER
Used 2022 Ford Bronco 2-Door,Ford,Bronco,2022,4-Cylinder Turbo,Gray,Black,8400,36987,AUTOTRADER
Used 2022 Ford Bronco 4-Door,Ford,Bronco,2022,6-Cylinder Turbo,Blue,Black,1,46900,AUTOTRADER
Used 2013 Volkswagen Beetle 2.0T,Volkswagen,Beetle,2013,4-Cylinder Turbo,Red,Beige,68558,13183,AUTOTRADER
Used 2020 Hyundai Elantra SEL,Hyundai,Elantra,2020,4-Cylinder,Blue,Gray,36724,15964,AUTOTRADER
Used 2019 Chevrolet Equinox LT,Chevrolet,Equinox,2019,4-Cylinder Turbo,Blue,Black,54859,16991,AUTOTRADER
Certified 2020 Chevrolet Equinox LT,Chevrolet,Equinox,2020,4-Cylinder Turbo,Blue,Black,21241,21241,AUTOTRADER
Used 2021 Honda Civic Sport,Honda,Civic,2021,4-Cylinder,,,22677,22422,AUTOTRADER
Used 2019 Honda Accord EX,Honda,Accord,2019,4-Cylinder Turbo,Blue,Gray,42722,22892,AUTOTRADER
Used 2021 Chevrolet Blazer LT,Chevrolet,Blazer,2021,6-Cylinder,Black,Black,32352,23991,AUTOTRADER
Used 2021 MAZDA CX-5 Touring,MAZDA,CX-5,2021,4-Cylinder,Red,Black,19236,23994,AUTOTRADER
Used 2019 Honda Passport Sport,Honda,Passport,2019,6-Cylinder,Gray,Black,45411,24283,AUTOTRADER
Used 2021 Honda CR-V EX-L,Honda,CR-V,2021,4-Cylinder Turbo,Blue,Black,33268,24995,AUTOTRADER
Used 2021 Honda CR-V EX-L,Honda,CR-V,2021,4-Cylinder Turbo,Silver,Gray,26346,28373,AUTOTRADER
Used 2020 Ford F150 XLT,Ford,F150,2020,6-Cylinder,Silver,Gray,33874,29995,AUTOTRADER
Used 2018 Toyota Tundra SR5,Toyota,Tundra,2018,8-Cylinder,Gray,Gray,51364,32990,AUTOTRADER
Used 2021 Honda Passport Elite,Honda,Passport,2021,6-Cylinder,Gray,,19963,33500,AUTOTRADER
Used 2021 GMC Sierra 1500 Elevation,GMC,Sierra 1500,2021,8-Cylinder,Gray,Black,666,38989,AUTOTRADER
Used 2020 GMC Sierra 1500 SLT,GMC,Sierra 1500,2020,8-Cylinder,Black,Black,33856,43569,AUTOTRADER
Used 2023 Mercedes-Benz C 300 Sedan,Mercedes-Benz,C 300,2023,4-Cylinder Turbo,White,Beige,3839,45195,AUTOTRADER
Used 2018 RAM 2500 Laramie,RAM,2500,2018,6-Cylinder Turbo,White,Black,47880,48999,AUTOTRADER
Used 2020 Nissan Sentra SV,Nissan,Sentra,2020,4-Cylinder,Black,Black,14149,19000,AUTOTRADER
Used 2016 Lexus NX 200t AWD,Lexus,NX 200t,2016,4-Cylinder Turbo,White,Red,54645,22632,AUTOTRADER
Certified 2021 Nissan Murano SL,Nissan,Murano,2021,6-Cylinder,White,Offwhite,22230,26191,AUTOTRADER
Used 2016 BMW 528i xDrive Sedan,BMW,528i xDrive,2016,4-Cylinder Turbo,Black,,64418,14780,AUTOTRADER
Used 2016 BMW 320i xDrive Sedan,BMW,320i xDrive,2016,4-Cylinder Turbo,White,Offwhite,64412,14992,AUTOTRADER
Used 2018 Toyota Corolla L,Toyota,Corolla,2018,4-Cylinder,White,Beige,30199,15437,AUTOTRADER
Used 2017 Ford Mustang Coupe,Ford,Mustang,2017,6-Cylinder,Silver,Black,59627,16116,AUTOTRADER
Used 2020 Ford Fusion SE,Ford,Fusion,2020,Hybrid,White,Black,35549,16778,AUTOTRADER
Used 2016 Subaru Outback 2.5i Premium,Subaru,Outback,2016,4-Cylinder,Silver,Black,43633,17533,AUTOTRADER
Used 2019 Chevrolet Equinox LS,Chevrolet,Equinox,2019,4-Cylinder Turbo,White,Gray,41411,17888,AUTOTRADER
Used 2019 Honda Insight Touring,Honda,Insight,2019,Hybrid,Gray,Black,31269,19995,AUTOTRADER
Used 2018 Toyota Camry SE,Toyota,Camry,2018,4-Cylinder,White,Black,41022,20294,AUTOTRADER
Used 2019 MAZDA CX-5 Touring,MAZDA,CX-5,2019,4-Cylinder,Gray,Beige,34780,20476,AUTOTRADER
Used 2021 Chevrolet Equinox LT,Chevrolet,Equinox,2021,4-Cylinder Turbo,Blue,Black,18689,22100,AUTOTRADER
Used 2020 Buick Envision Preferred,Buick,Envision,2020,4-Cylinder,Gray,Beige,37668,22275,AUTOTRADER
Certified 2022 Nissan Altima 2.5 SV,Nissan,Altima,2022,4-Cylinder,Gray,Black,8969,23000,AUTOTRADER
Used 2021 Ford Edge SE,Ford,Edge,2021,4-Cylinder Turbo,Gray,Black,26076,23439,AUTOTRADER
Used 2020 INFINITI Q50 Luxe,INFINITI,Q50,2020,6-Cylinder Turbo,Gray,Unavail,30199,24590,AUTOTRADER
Used 2022 Honda Civic Sport,Honda,Civic,2022,4-Cylinder,Black,Black,14792,24999,AUTOTRADER
Used 2019 Toyota RAV4 XLE,Toyota,RAV4,2019,4-Cylinder,Gray,Gray,44826,25232,AUTOTRADER
Used 2015 Ford Transit 150 XLT,Ford,Transit 150,2015,6-Cylinder,White,Black,55586,26000,AUTOTRADER
Certified 2022 Subaru Forester Premium,Subaru,Forester,2022,4-Cylinder,Brown,Black,14935,27770,AUTOTRADER
Certified 2023 Nissan Altima 2.5 SL,Nissan,Altima,2023,4-Cylinder,Black,Black,4137,27981,AUTOTRADER
Used 2020 Cadillac XT5 Premium Luxury,Cadillac,XT5,2020,6-Cylinder,Red,Black,39729,29226,AUTOTRADER
Used 2019 Chevrolet Traverse Premier,Chevrolet,Traverse,2019,6-Cylinder,White,Black,49712,29299,AUTOTRADER
-,kawasaki ninja 300,"Jacksonville, FL",1561103,-,-,-,-,-
New 2023 Buick Envision Preferred,Buick,Envision,2023,4-Cylinder Turbo,Brown,Black,5,34556,AUTOTRADER
Used 2019 Jeep Cherokee Limited,Jeep,Cherokee,2019,4-Cylinder,Gray,Gray,71231,18594,AUTOTRADER
Used 2017 Volkswagen Jetta SEL,Volkswagen,Jetta,2017,4-Cylinder Turbo,Black,Unavail,20177,16400,AUTOTRADER
Used 2020 Chevrolet Camaro SS,Chevrolet,Camaro,2020,8-Cylinder,Red,Black,10704,41950,AUTOTRADER
Used 2022 Toyota Camry TRD,Toyota,Camry,2022,6-Cylinder,White,Black,12635,33400,AUTOTRADER
Used 2014 Toyota Camry XLE,Toyota,Camry,2014,4-Cylinder,Gold,Gold,136500,11950,AUTOTRADER
New 2024 Chevrolet Silverado 1500 RST,Chevrolet,Silverado 1500,2024,8-Cylinder,Red,Black,3,61440,AUTOTRADER
Used 2018 Nissan Frontier S,Nissan,Frontier,2018,6-Cylinder,White,Gray,46000,22500,AUTOTRADER
Certified 2021 Lexus GX 460 Luxury,Lexus,GX 460,2021,8-Cylinder,Silver,Beige,28137,51991,AUTOTRADER
Used 2019 Cadillac CTS Luxury,Cadillac,CTS,2019,4-Cylinder Turbo,Silver,Black,45933,26301,AUTOTRADER
Used 2022 Jeep Compass Limited,Jeep,Compass,2022,4-Cylinder,Gray,Black,19647,25500,AUTOTRADER
Used 2019 Lexus RX 350L FWD,Lexus,RX 350L,2019,6-Cylinder,Blue,Black,64122,28998,AUTOTRADER
Certified 2022 Chrysler 300 Touring,Chrysler,300,2022,6-Cylinder,Black,Black,18975,26394,AUTOTRADER
Used 2020 Hyundai Kona SEL,Hyundai,Kona,2020,4-Cylinder,Silver,Unavail,32852,17227,AUTOTRADER
Used 2022 Hyundai Santa Fe SEL,Hyundai,Santa Fe,2022,4-Cylinder,Black,Black,20561,24906,AUTOTRADER
Used 2018 Lexus NX 300 FWD,Lexus,NX 300,2018,4-Cylinder Turbo,Black,Red,34546,24398,AUTOTRADER
Used 2018 Ford Explorer Platinum,Ford,Explorer,2018,6-Cylinder Turbo,Black,Black,30325,26979,AUTOTRADER
Used 2019 RAM ProMaster 1500,RAM,ProMaster,2019,6-Cylinder,White,Black,46824,27369,AUTOTRADER
Used 2018 Tesla Model S 100D,Tesla,Model S,2018,Electric,White,Tan,54419,32749,AUTOTRADER
Used 2005 Mercedes-Benz SL 500,Mercedes-Benz,SL 500,2005,8-Cylinder,Black,Black,26100,24000,AUTOTRADER
Used 2000 Porsche 911 Carrera,Porsche,911,2000,6-Cylinder,Blue,Beige,81640,27500,AUTOTRADER
Used 2016 Porsche Boxster Black Edition,Porsche,Boxster,2016,6-Cylinder,Black,Black,20000,49750,AUTOTRADER
Used 2018 Chevrolet Camaro ZL1,Chevrolet,Camaro,2018,8-Cylinder Supercharged,Gray,Black,15900,56500,AUTOTRADER
Used 2022 Ford Bronco Wildtrak,Ford,Bronco,2022,6-Cylinder Turbo,Charcoal,Black,4000,66000,AUTOTRADER
Used 2017 Hyundai Elantra SE,Hyundai,Elantra,2017,4-Cylinder,Beige,Beige,24755,12995,AUTOTRADER
Used 2012 Toyota Prius Five,Toyota,Prius,2012,Hybrid,Green,Gray,50009,15351,AUTOTRADER
Used 2018 Honda Civic LX,Honda,Civic,2018,4-Cylinder,Blue,Black,51059,15999,AUTOTRADER
Used 2016 Subaru BRZ Premium,Subaru,BRZ,2016,4-Cylinder,White,Black,62349,19444,AUTOTRADER
Used 2019 MAZDA MAZDA3 AWD Hatchback,MAZDA,MAZDA3,2019,4-Cylinder,Blue,Black,20276,21320,AUTOTRADER
Used 2022 Volvo S60 B5 Momentum,Volvo,S60,2022,4-Cylinder Turbo,Silver,Unavail,22189,27733,AUTOTRADER
Used 2022 BMW 330i xDrive Sedan,BMW,330i xDrive,2022,4-Cylinder Turbo,Blue,Black,21977,34999,AUTOTRADER
Used 2021 Hyundai Sonata SEL Plus,Hyundai,Sonata,2021,4-Cylinder Turbo,Gray,Black,20319,23987,AUTOTRADER
Used 2020 Nissan Pathfinder SV,Nissan,Pathfinder,2020,6-Cylinder,White,Black,41105,20894,AUTOTRADER
Certified 2020 Jeep Cherokee Limited,Jeep,Cherokee,2020,6-Cylinder,Silver,Black,37936,24954,AUTOTRADER
Used 2012 Chevrolet Camaro LT,Chevrolet,Camaro,2012,6-Cylinder,White,Black,61763,13500,AUTOTRADER
Used 2018 Ford Fusion S,Ford,Fusion,2018,4-Cylinder,Gray,Gray,44333,16697,AUTOTRADER
Used 2008 Ford F250 XLT,Ford,F250,2008,8-Cylinder Turbo,White,Beige,101415,12900,AUTOTRADER
Used 2004 Mercedes-Benz SL 55 AMG,Mercedes-Benz,SL 55 AMG,2004,8-Cylinder Supercharged,Silver,Gray,93432,14000,AUTOTRADER
Used 2021 Ford Bronco Badlands,Ford,Bronco,2021,6-Cylinder Turbo,Turquoise,Black,23350,43900,AUTOTRADER
Used 2007 Dodge Ram 3500 Truck SLT,Dodge,Ram 3500 Truck,2007,6-Cylinder Turbo,Black,Gray,194000,17700,AUTOTRADER
Used 2018 Honda Civic LX,Honda,Civic,2018,4-Cylinder,White,Black,19714,18383,AUTOTRADER
Used 2019 Chevrolet Impala Premier,Chevrolet,Impala,2019,6-Cylinder,Blue,Black,28070,21029,AUTOTRADER
Used 2018 Tesla Model 3 Mid Range,Tesla,Model 3,2018,Electric,Black,Black,55579,23050,AUTOTRADER
Used 2018 Tesla Model S 75D,Tesla,Model S,2018,Electric,Gray,Black,69988,26185,AUTOTRADER
Used 2020 Tesla Model Y Long Range,Tesla,Model Y,2020,Electric,Gray,Black,38812,30083,AUTOTRADER
Used 2019 Maserati Ghibli S GranLusso,Maserati,Ghibli,2019,6-Cylinder Turbo,White,Black,47721,30705,AUTOTRADER
Used 2018 Tesla Model S 75D,Tesla,Model S,2018,Electric,Black,Black,39443,32312,AUTOTRADER
Used 2018 Ford F150 Lariat,Ford,F150,2018,6-Cylinder Turbo,Black,Black,54260,33380,AUTOTRADER
Used 2020 Lincoln Aviator Reserve,Lincoln,Aviator,2020,6-Cylinder Turbo,White,Black,40109,34843,AUTOTRADER
Used 2018 Cadillac Escalade Luxury,Cadillac,Escalade,2018,8-Cylinder,Black,Black,48601,38123,AUTOTRADER
Used 2019 Lincoln Navigator Reserve,Lincoln,Navigator,2019,6-Cylinder Turbo,Black,Black,52451,43472,AUTOTRADER
Used 2020 Land Rover Defender 110 HSE,Land Rover,Defender,2020,6-Cylinder Turbo,Black,,32569,56182,AUTOTRADER
Used 2017 BMW X3 xDrive28i,BMW,X3,2017,4-Cylinder Turbo,Black,Black,81417,16877,AUTOTRADER
Used 2018 Subaru Outback 2.5i Limited,Subaru,Outback,2018,4-Cylinder,Red,Black,64153,20877,AUTOTRADER
Used 2017 Toyota Highlander XLE,Toyota,Highlander,2017,6-Cylinder,Gray,Gray,85309,21877,AUTOTRADER
-,kawasaki ninja 300,"Pittsburgh, PA",1649616,-,-,-,-,-
New 2024 Jeep Gladiator Sport,Jeep,Gladiator,2024,6-Cylinder,Gray,Black,11,52219,AUTOTRADER
Used 2017 Volkswagen Golf R 4-Door,Volkswagen,Golf R,2017,4-Cylinder Turbo,Black,Black,37000,25000,AUTOTRADER
Used 2015 Honda Civic EX-L,Honda,Civic,2015,4-Cylinder,Burgundy,Tan,122000,11000,AUTOTRADER
Used 2015 INFINITI Q70 3.7,INFINITI,Q70,2015,6-Cylinder,White,Black,63130,19499,AUTOTRADER
Used 2020 Jeep Grand Cherokee Limited,Jeep,Grand Cherokee,2020,6-Cylinder,Black,Black,25204,29299,AUTOTRADER
Used 2018 Honda CR-V EX-L,Honda,CR-V,2018,4-Cylinder Turbo,White,Black,33693,24991,AUTOTRADER
Used 2022 Hyundai Palisade Limited,Hyundai,Palisade,2022,6-Cylinder,Gray,Black,15224,39998,AUTOTRADER
Used 2019 Toyota RAV4 XLE,Toyota,RAV4,2019,4-Cylinder,Gray,Gray,44826,25232,AUTOTRADER
Used 2011 RAM 1500 Classic SLT,RAM,1500,2011,8-Cylinder,Gray,Gray,114000,8000,AUTOTRADER
Used 2020 Chevrolet Bolt LT,Chevrolet,Bolt,2020,Electric,Red,Gray,28384,15950,AUTOTRADER
Used 2023 Toyota RAV4 Limited,Toyota,RAV4,2023,Hybrid,Offwhite,Black,2493,39500,AUTOTRADER
Used 2022 Mitsubishi Outlander SE,Mitsubishi,Outlander,2022,4-Cylinder,Red,Black,13843,27690,AUTOTRADER
Used 2016 Honda Fit EX,Honda,Fit,2016,4-Cylinder,Blue,Black,65057,14397,AUTOTRADER
Certified 2020 Chevrolet Equinox LT,Chevrolet,Equinox,2020,4-Cylinder Turbo,Brown,Black,30483,21896,AUTOTRADER
Used 2021 Hyundai Palisade Limited,Hyundai,Palisade,2021,6-Cylinder,White,Beige,34142,36057,AUTOTRADER
Used 2017 Lexus NX 200t AWD,Lexus,NX 200t,2017,4-Cylinder Turbo,White,Beige,69018,22578,AUTOTRADER
Used 2009 Toyota Prius,Toyota,Prius,2009,Hybrid,Silver,Gray,136564,6995,AUTOTRADER
Used 2013 Porsche Cayenne,Porsche,Cayenne,2013,6-Cylinder,Black,Black,156800,12500,AUTOTRADER
Used 2014 Honda CR-V EX-L,Honda,CR-V,2014,4-Cylinder,Black,Black,95582,14949,AUTOTRADER
Used 2020 Nissan Sentra SV,Nissan,Sentra,2020,4-Cylinder,Gray,Black,6529,18299,AUTOTRADER
Used 2018 Honda Accord LX,Honda,Accord,2018,4-Cylinder Turbo,Gray,Black,39000,19499,AUTOTRADER
Used 2021 MAZDA CX-5 Grand Touring,MAZDA,CX-5,2021,4-Cylinder,Gray,Black,19674,24998,AUTOTRADER
Used 2020 Toyota RAV4 XLE,Toyota,RAV4,2020,4-Cylinder,White,Gray,32342,26498,AUTOTRADER
Used 2020 Cadillac XT4 Premium Luxury,Cadillac,XT4,2020,4-Cylinder Turbo,Black,Black,22464,28498,AUTOTRADER
Certified 2022 Toyota Camry XLE,Toyota,Camry,2022,4-Cylinder,Blue,Unavail,12072,28998,AUTOTRADER
Certified 2019 Toyota RAV4 XLE,Toyota,RAV4,2019,4-Cylinder,White,Black,9102,28998,AUTOTRADER
Certified 2021 Toyota Tacoma SR,Toyota,Tacoma,2021,6-Cylinder,Red,Unavail,15224,33498,AUTOTRADER
Used 2018 Toyota Tacoma TRD Off-Road,Toyota,Tacoma,2018,6-Cylinder,Blue,Gray,33347,34498,AUTOTRADER
Used 2021 Toyota Highlander XLE,Toyota,Highlander,2021,6-Cylinder,White,Gray,19305,35898,AUTOTRADER
Used 2023 Toyota Highlander XLE,Toyota,Highlander,2023,4-Cylinder Turbo,Gray,Black,8546,40198,AUTOTRADER
Used 2021 Ford F150 Lariat,Ford,F150,2021,6-Cylinder Turbo,Black,Black,19200,48000,AUTOTRADER
Used 2019 Volkswagen Golf Alltrack,Volkswagen,Golf,2019,4-Cylinder Turbo,Black,,14001,26945,AUTOTRADER
Used 2014 Chevrolet Express 2500,Chevrolet,Express 2500,2014,8-Cylinder,White,Tan,106439,12200,AUTOTRADER
Certified 2021 Jeep Renegade Latitude,Jeep,Renegade,2021,4-Cylinder,Blue,Black,7960,21328,AUTOTRADER
Used 2020 Chevrolet Silverado 1500 RST,Chevrolet,Silverado 1500,2020,8-Cylinder,White,Black,23037,35950,AUTOTRADER
Used 2022 Honda CR-V EX,Honda,CR-V,2022,4-Cylinder Turbo,Black,Black,26772,26521,AUTOTRADER
Used 2023 Chevrolet Silverado 1500 LTZ,Chevrolet,Silverado 1500,2023,6-Cylinder Turbo,White,Black,10561,51131,AUTOTRADER
Used 2020 Mitsubishi Eclipse Cross ES,Mitsubishi,Eclipse Cross,2020,4-Cylinder Turbo,,,58322,15990,AUTOTRADER
Used 2018 Hyundai Elantra GT,Hyundai,Elantra,2018,4-Cylinder,Red,Black,19465,16990,AUTOTRADER
Used 2017 Jeep Renegade Trailhawk,Jeep,Renegade,2017,4-Cylinder,Tan,Black,50302,17610,AUTOTRADER
Used 2022 Mitsubishi Outlander SE,Mitsubishi,Outlander,2022,4-Cylinder,Silver,,14870,27215,AUTOTRADER
Used 2010 Jeep Wrangler Sport,Jeep,Wrangler,2010,6-Cylinder,Green,Green,139250,8500,AUTOTRADER
Used 2016 Honda CR-V EX,Honda,CR-V,2016,4-Cylinder,Red,Black,86425,16893,AUTOTRADER
Used 2013 Lexus GS 350 AWD,Lexus,GS 350,2013,6-Cylinder,White,,66550,20331,AUTOTRADER
Certified 2020 Chevrolet Equinox LT,Chevrolet,Equinox,2020,4-Cylinder Turbo,White,Black,29621,22449,AUTOTRADER
Used 2019 Ford F150 Raptor,Ford,F150,2019,6-Cylinder Turbo,Silver,Black,22501,47500,AUTOTRADER
Used 2021 Mercedes-Benz CLA 250 4MATIC,Mercedes-Benz,CLA 250,2021,4-Cylinder Turbo,Red,Unavail,29216,29878,AUTOTRADER
Used 2020 RAM 1500 Big Horn,RAM,1500,2020,8-Cylinder,Gray,Black,17801,36986,AUTOTRADER
Certified 2022 Jeep Wagoneer Series I,Jeep,Wagoneer,2022,8-Cylinder,Black,Black,11918,51510,AUTOTRADER
Used 2014 Acura RDX AWD,Acura,RDX,2014,6-Cylinder,Gray,Black,52871,17978,AUTOTRADER
Used 2019 Toyota Camry SE,Toyota,Camry,2019,4-Cylinder,Silver,Black,49505,20377,AUTOTRADER
Used 2018 Cadillac CT6 Luxury,Cadillac,CT6,2018,6-Cylinder,Silver,Black,42144,31928,AUTOTRADER
Used 2015 Chevrolet Colorado Z71,Chevrolet,Colorado,2015,6-Cylinder,Black,Black,79545,22976,AUTOTRADER
Used 2015 Mercedes-Benz CLS 400,Mercedes-Benz,CLS 400,2015,6-Cylinder Turbo,Black,Black,35123,25987,AUTOTRADER
Certified 2019 Lexus ES 350,Lexus,ES 350,2019,6-Cylinder,Red,Black,44960,29962,AUTOTRADER
Used 2019 Porsche Cayenne,Porsche,Cayenne,2019,6-Cylinder Turbo,Blue,Brown,44342,39983,AUTOTRADER
Certified 2022 Lexus RX 350 F Sport,Lexus,RX 350,2022,6-Cylinder,White,Unavail,17596,47934,AUTOTRADER
Used 2021 Toyota Sequoia TRD Pro,Toyota,Sequoia,2021,8-Cylinder,Black,Black,40267,52981,AUTOTRADER
Certified 2023 Lexus GX 460 Premium,Lexus,GX 460,2023,8-Cylinder,Gray,Black,7975,57953,AUTOTRADER
-,kawasaki ninja 300,"New York City, NY",951603,-,-,-,-,-
Used 2019 Honda CR-V EX-L,Honda,CR-V,2019,4-Cylinder Turbo,Black,Black,19750,24400,AUTOTRADER
Used 2020 Nissan Rogue Sport SL,Nissan,Rogue Sport,2020,4-Cylinder,Black,Black,22932,19999,AUTOTRADER
Used 2019 Honda Insight Touring,Honda,Insight,2019,Hybrid,Gray,Black,31269,19995,AUTOTRADER
Used 2010 Subaru Impreza WRX Sedan,Subaru,Impreza WRX,2010,4-Cylinder Turbo,Charcoal,Black,126000,8250,AUTOTRADER
Used 2021 GMC Terrain SLT,GMC,Terrain,2021,4-Cylinder Turbo,White,Black,21900,24157,AUTOTRADER
Used 2020 Jeep Grand Cherokee Limited,Jeep,Grand Cherokee,2020,6-Cylinder,Blue,Black,35441,27444,AUTOTRADER
New 2024 Toyota RAV4 LE,Toyota,RAV4,2024,4-Cylinder,Red,Black,0,32839,AUTOTRADER
Used 2021 MAZDA MAZDA6 Grand Touring,MAZDA,MAZDA6,2021,4-Cylinder Turbo,Black,Black,23797,22995,AUTOTRADER
Used 2014 Ford Fusion SE,Ford,Fusion,2014,4-Cylinder,Blue,Beige,81500,7500,AUTOTRADER
Used 2013 BMW 335is Coupe,BMW,335is,2013,6-Cylinder Turbo,Gray,Beige,45491,21500,AUTOTRADER
Certified 2021 MAZDA CX-5 Grand Touring,MAZDA,CX-5,2021,4-Cylinder,Blue,Black,10516,25799,AUTOTRADER
Used 2021 Porsche Macan,Porsche,Macan,2021,4-Cylinder Turbo,Black,Black,27878,41800,AUTOTRADER
Used 2021 Hyundai Tucson Limited,Hyundai,Tucson,2021,4-Cylinder,Offwhite,Beige,28291,24995,AUTOTRADER
Used 2016 Honda Accord Sport,Honda,Accord,2016,4-Cylinder,Red,Black,33957,17995,AUTOTRADER
Certified 2022 Honda Accord Sport,Honda,Accord,2022,4-Cylinder Turbo,Offwhite,Black,13557,26588,AUTOTRADER
Used 2019 Volkswagen Golf R 4-Door,Volkswagen,Golf R,2019,4-Cylinder Turbo,Black,Black,15000,32000,AUTOTRADER
Used 2016 Ford Transit 350 XLT,Ford,Transit 350,2016,6-Cylinder,Silver,Gray,10000,35600,AUTOTRADER
Used 2020 GMC Terrain SLE,GMC,Terrain,2020,4-Cylinder Turbo,White,Black,23295,20998,AUTOTRADER
Used 2021 Nissan Rogue SV,Nissan,Rogue,2021,4-Cylinder,Black,Black,27433,21997,AUTOTRADER
